category,return_net_5y
EQUITY,13.03
EQUITY,13.01
EQUITY,7.26
EQUITY,7.2
EQUITY,7.09
EQUITY,7.53
EQUITY,10.12
EQUITY,2.9
EQUITY,3.59
EQUITY,8.03
EQUITY,2.42
EQUITY,7.2
EQUITY,6.06
EQUITY,12.38
EQUITY,12.26
EQUITY,16.87
EQUITY,15.27
EQUITY,16.25
EQUITY,12.18
EQUITY,13.84
EQUITY,13.72
EQUITY,13.63
EQUITY,19.63
EQUITY,18.3
EQUITY,12.6
EQUITY,12.51
EQUITY,14.64
EQUITY,14.11
EQUITY,18.56
EQUITY,11.92
EQUITY,9.15
EQUITY,2.38
EQUITY,7.61
EQUITY,7.82
EQUITY,6.75
EQUITY,7.48
EQUITY,-10.52
EQUITY,-11.28
EQUITY,-11.1
EQUITY,7.8
EQUITY,3.22
EQUITY,4.46
EQUITY,7.6
EQUITY,6.92
EQUITY,7.52
EQUITY,8.19
EQUITY,6.71
EQUITY,2.46
EQUITY,2.09
EQUITY,13.27
EQUITY,4.52
EQUITY,11.84
EQUITY,8.02
EQUITY,7.13
EQUITY,7.93
EQUITY,7.72
EQUITY,7.14
EQUITY,7.61
EQUITY,6.56
EQUITY,6.57
EQUITY,6.55
EQUITY,6.65
EQUITY,6.74
EQUITY,7.43
EQUITY,10.23
EQUITY,0.67
EQUITY,4.75
EQUITY,3.08
EQUITY,1.3
EQUITY,0.82
EQUITY,1.44
EQUITY,1.75
EQUITY,1.33
EQUITY,1.96
EQUITY,0.25
EQUITY,0.6
EQUITY,11.07
EQUITY,10.06
EQUITY,16.87
EQUITY,12.76
EQUITY,12.76
EQUITY,12.76
EQUITY,12.09
EQUITY,12.09
EQUITY,12.09
EQUITY,12.89
EQUITY,8.52
EQUITY,8.89
EQUITY,8.45
EQUITY,10.09
EQUITY,10.06
EQUITY,3.82
EQUITY,3.81
EQUITY,8.61
EQUITY,8.26
EQUITY,14.52
EQUITY,14.48
EQUITY,13.7
EQUITY,13.64
EQUITY,15.52
EQUITY,15.53
EQUITY,14.36
EQUITY,14.37
EQUITY,8.58
EQUITY,8.59
EQUITY,7.9
EQUITY,7.9
EQUITY,13.65
EQUITY,13.65
EQUITY,14.52
EQUITY,14.56
EQUITY,13.65
EQUITY,13.65
EQUITY,18.2
EQUITY,18.14
EQUITY,17.14
EQUITY,17.13
EQUITY,23.84
EQUITY,22.75
EQUITY,16.14
EQUITY,16.15
EQUITY,15.3
EQUITY,15.31
EQUITY,16.94
EQUITY,16.94
EQUITY,16.13
EQUITY,16.13
EQUITY,10.8
EQUITY,10.8
EQUITY,10.03
EQUITY,10.03
EQUITY,5.14
EQUITY,5.14
EQUITY,7.35
EQUITY,9.22
EQUITY,9.21
EQUITY,8.42
EQUITY,8.4
EQUITY,10.14
EQUITY,10.13
EQUITY,9.63
EQUITY,9.65
EQUITY,19.24
EQUITY,19.23
EQUITY,18.36
EQUITY,18.36
EQUITY,8.83
EQUITY,8.03
EQUITY,1.97
EQUITY,2.34
EQUITY,7.67
EQUITY,7.39
EQUITY,2.68
EQUITY,13.75
EQUITY,3.02
EQUITY,13.21
EQUITY,15.29
EQUITY,-4.14
EQUITY,9.04
EQUITY,5.61
EQUITY,13.84
EQUITY,15.11
EQUITY,8.74
EQUITY,11.76
EQUITY,19.92
EQUITY,12.05
EQUITY,5.31
EQUITY,20.52
EQUITY,8.14
EQUITY,19.22
EQUITY,9.61
EQUITY,12.69
EQUITY,20.49
EQUITY,13.34
EQUITY,22.98
EQUITY,22.75
EQUITY,17.94
EQUITY,12.89
EQUITY,14.76
EQUITY,19.43
EQUITY,10.17
EQUITY,5.42
EQUITY,3.19
EQUITY,14.29
EQUITY,5.37
EQUITY,-3.12
EQUITY,-30.81
EQUITY,19.65
EQUITY,19.74
EQUITY,6.09
EQUITY,3.86
EQUITY,21.21
EQUITY,12.27
EQUITY,13.07
EQUITY,-18.31
EQUITY,-10.48
EQUITY,-24.86
EQUITY,23.66
EQUITY,18.42
EQUITY,9.75
EQUITY,16.65
EQUITY,-15.67
EQUITY,-29.57
EQUITY,16.75
EQUITY,14.29
EQUITY,4.88
EQUITY,2.73
EQUITY,3.12
EQUITY,11.41
EQUITY,-29.01
EQUITY,18.26
EQUITY,-14.49
EQUITY,0.78
EQUITY,7.62
EQUITY,2.3
EQUITY,4.38
EQUITY,2.94
EQUITY,0.07
EQUITY,1.16
EQUITY,2.32
EQUITY,3.27
EQUITY,9.25
EQUITY,13.77
EQUITY,9.84
EQUITY,10.94
EQUITY,8.73
EQUITY,6.44
EQUITY,10.49
EQUITY,8.15
EQUITY,-32.99
EQUITY,14.41
EQUITY,-16.22
EQUITY,10.62
EQUITY,12.18
EQUITY,12.18
EQUITY,12.18
EQUITY,12.18
EQUITY,12.18
EQUITY,10.32
EQUITY,7.93
EQUITY,14.61
EQUITY,-28.75
EQUITY,-14
EQUITY,10.11
EQUITY,13.81
EQUITY,13.95
EQUITY,13.88
EQUITY,11.96
EQUITY,12.03
EQUITY,11.05
EQUITY,10.49
EQUITY,14.7
EQUITY,20.33
EQUITY,-0.98
EQUITY,10
EQUITY,7.69
EQUITY,8.83
EQUITY,6.54
EQUITY,13.03
EQUITY,10.65
EQUITY,5.15
EQUITY,2.94
EQUITY,-1.27
EQUITY,-3.35
EQUITY,12.67
EQUITY,6.32
EQUITY,4.08
EQUITY,10.59
EQUITY,8.26
EQUITY,9.66
EQUITY,7.35
EQUITY,2.2
EQUITY,0.04
EQUITY,9.06
EQUITY,6.76
EQUITY,6.76
EQUITY,-1.61
EQUITY,-3.68
EQUITY,13.6
EQUITY,11.21
EQUITY,17.08
EQUITY,16.47
EQUITY,14.01
EQUITY,11.48
EQUITY,9.13
EQUITY,1.73
EQUITY,-0.41
EQUITY,14.21
EQUITY,11.8
EQUITY,15.69
EQUITY,13.25
EQUITY,15.42
EQUITY,12.98
EQUITY,21.67
EQUITY,19.11
EQUITY,7.52
EQUITY,5.26
EQUITY,8.89
EQUITY,6.59
EQUITY,13.93
EQUITY,11.53
EQUITY,10.16
EQUITY,7.84
EQUITY,41.24
EQUITY,22.16
EQUITY,19.59
EQUITY,15.14
EQUITY,18.19
EQUITY,14.41
EQUITY,-0.57
EQUITY,-2.66
EQUITY,17.34
EQUITY,14.86
EQUITY,-40.83
EQUITY,8.31
EQUITY,6.02
EQUITY,10.85
EQUITY,10.89
EQUITY,3.21
EQUITY,17.22
EQUITY,7.22
EQUITY,3.26
EQUITY,11.43
EQUITY,17.03
EQUITY,18.81
EQUITY,10.87
EQUITY,11.43
EQUITY,13.8
EQUITY,16.13
EQUITY,11.87
EQUITY,3.44
EQUITY,15.02
EQUITY,18.63
EQUITY,8.44
EQUITY,16.15
EQUITY,7.48
EQUITY,9.77
EQUITY,7.71
EQUITY,5.44
EQUITY,-3.74
EQUITY,13.4
EQUITY,13.41
EQUITY,5.24
EQUITY,4.37
EQUITY,17.21
EQUITY,2.32
EQUITY,2.7
EQUITY,12.06
EQUITY,14.03
EQUITY,14.04
EQUITY,9.92
EQUITY,9.93
EQUITY,20.65
EQUITY,7.36
EQUITY,7.27
EQUITY,10.02
EQUITY,9.86
EQUITY,19.45
EQUITY,21.65
EQUITY,16.03
EQUITY,22.62
EQUITY,18.17
EQUITY,21.19
EQUITY,12.2
EQUITY,5.99
EQUITY,7.18
EQUITY,7.72
EQUITY,9.88
EQUITY,8.79
EQUITY,6.86
EQUITY,10.3
EQUITY,9.33
EQUITY,7.39
EQUITY,10.84
EQUITY,9.43
EQUITY,9.26
EQUITY,8.16
EQUITY,8.99
EQUITY,9.31
EQUITY,10.25
EQUITY,10.03
EQUITY,10.03
EQUITY,6.73
EQUITY,7.24
EQUITY,8.16
EQUITY,8.99
EQUITY,8.7
EQUITY,10.45
EQUITY,8.29
EQUITY,12
EQUITY,2.38
EQUITY,2.28
EQUITY,2.49
EQUITY,1.87
EQUITY,2.11
EQUITY,2.38
EQUITY,3.33
EQUITY,3.24
EQUITY,3.44
EQUITY,2.82
EQUITY,3.07
EQUITY,3.33
EQUITY,14.09
EQUITY,13.57
EQUITY,13.1
EQUITY,13.39
EQUITY,14.09
EQUITY,14.23
EQUITY,17.01
EQUITY,16.11
EQUITY,17.09
EQUITY,15.65
EQUITY,15.92
EQUITY,17.01
EQUITY,9.99
EQUITY,10.1
EQUITY,10.19
EQUITY,9.64
EQUITY,9.92
EQUITY,9.99
EQUITY,8.16
EQUITY,7.9
EQUITY,8.55
EQUITY,8.44
EQUITY,8.27
EQUITY,14.07
EQUITY,13.74
EQUITY,14.46
EQUITY,14.34
EQUITY,14.16
EQUITY,14.66
EQUITY,15.08
EQUITY,14.17
EQUITY,14.47
EQUITY,14.93
EQUITY,14.75
EQUITY,14.19
EQUITY,14.87
EQUITY,14.73
EQUITY,14.59
EQUITY,14.46
EQUITY,4.61
EQUITY,11.93
EQUITY,21.19
EQUITY,11.06
EQUITY,1.73
EQUITY,20.91
EQUITY,8.17
EQUITY,19.22
EQUITY,14.81
EQUITY,5.46
EQUITY,21.19
EQUITY,19.82
EQUITY,-26.33
EQUITY,-53.54
EQUITY,14.83
EQUITY,1.83
EQUITY,21.1
EQUITY,4.35
EQUITY,11.53
EQUITY,7.91
EQUITY,19.63
EQUITY,18.91
EQUITY,14.23
EQUITY,12.74
EQUITY,8
EQUITY,10.87
EQUITY,12.44
EQUITY,1.51
EQUITY,20.54
EQUITY,21.02
EQUITY,8.4
EQUITY,1.62
EQUITY,1.87
EQUITY,8.67
EQUITY,7.56
EQUITY,7.47
EQUITY,7.56
EQUITY,18.91
EQUITY,21.48
EQUITY,21.25
EQUITY,15.53
EQUITY,6.26
EQUITY,10.89
EQUITY,21.05
EQUITY,9.98
EQUITY,16.23
EQUITY,6.78
EQUITY,11.5
EQUITY,20.78
EQUITY,20.56
EQUITY,20.52
EQUITY,20.54
EQUITY,7.64
EQUITY,7.75
EQUITY,7.92
EQUITY,20.79
EQUITY,20.55
EQUITY,7.36
EQUITY,21.23
EQUITY,18.2
EQUITY,12.07
EQUITY,7.95
EQUITY,19.12
EQUITY,15.01
EQUITY,1.56
EQUITY,12.88
EQUITY,4.39
EQUITY,11.57
EQUITY,21.34
EQUITY,20.84
EQUITY,20.89
EQUITY,19.22
EQUITY,20.34
EQUITY,2.83
EQUITY,10.02
EQUITY,3.31
EQUITY,2.59
EQUITY,2.74
EQUITY,3.21
EQUITY,5.09
EQUITY,4.14
EQUITY,10.2
EQUITY,18.86
EQUITY,12.34
EQUITY,3.62
EQUITY,1.33
EQUITY,1.67
EQUITY,1.14
EQUITY,14.51
EQUITY,14.79
EQUITY,14.39
EQUITY,17.19
EQUITY,17.19
EQUITY,17.38
EQUITY,17.19
EQUITY,17.38
EQUITY,16.66
EQUITY,17.44
EQUITY,16.78
EQUITY,17.44
EQUITY,17.74
EQUITY,12.1
EQUITY,12.1
EQUITY,11.23
EQUITY,11.66
EQUITY,11.23
EQUITY,11.66
EQUITY,7.94
EQUITY,12.56
EQUITY,12.39
EQUITY,13.12
EQUITY,12.29
EQUITY,12.77
EQUITY,12.98
EQUITY,12.03
EQUITY,12.28
EQUITY,6.31
EQUITY,6.13
EQUITY,6.91
EQUITY,6.14
EQUITY,5.87
EQUITY,6.59
EQUITY,6.15
EQUITY,6.9
EQUITY,6.15
EQUITY,6.63
EQUITY,2.13
EQUITY,3.42
EQUITY,21.36
EQUITY,28.84
EQUITY,5.85
EQUITY,9.42
EQUITY,4.01
EQUITY,-0.37
EQUITY,-16.38
EQUITY,18.91
EQUITY,1.07
EQUITY,-6.72
EQUITY,3.19
EQUITY,2.13
EQUITY,8.43
EQUITY,8.45
EQUITY,12.73
EQUITY,10.21
EQUITY,6.5
EQUITY,13.89
EQUITY,3.91
EQUITY,7.89
EQUITY,8.36
EQUITY,-0.72
EQUITY,6.52
EQUITY,3.39
EQUITY,9.63
EQUITY,3.26
EQUITY,4.21
EQUITY,4.33
EQUITY,7.43
EQUITY,-1.69
EQUITY,-2.18
EQUITY,-1.98
EQUITY,-1.02
EQUITY,-5.2
EQUITY,-5.16
EQUITY,-4.98
EQUITY,5.99
EQUITY,6.04
EQUITY,2.45
EQUITY,2.71
EQUITY,1.53
EQUITY,2.45
EQUITY,6.4
EQUITY,-5.74
EQUITY,9.87
EQUITY,10.13
EQUITY,8.87
EQUITY,9.86
EQUITY,-2.23
EQUITY,-2.18
EQUITY,-1.84
EQUITY,18.98
EQUITY,19.52
EQUITY,7.24
EQUITY,7.13
EQUITY,-5.93
EQUITY,-3.56
EQUITY,6.67
EQUITY,-11.05
EQUITY,-1.93
EQUITY,7.6
EQUITY,7.63
EQUITY,7.42
EQUITY,-6.3
EQUITY,14.21
EQUITY,4.03
EQUITY,-12.62
EQUITY,-2.77
EQUITY,7.81
EQUITY,4.86
EQUITY,4.18
EQUITY,8.39
EQUITY,9.02
EQUITY,8.52
EQUITY,7.51
EQUITY,16.79
EQUITY,-4.26
EQUITY,6.62
EQUITY,2.43
EQUITY,7.35
EQUITY,-3.75
EQUITY,10.12
EQUITY,5.99
EQUITY,-3.45
EQUITY,4.66
EQUITY,19.62
EQUITY,-7.02
EQUITY,15.4
EQUITY,4.04
EQUITY,4.6
EQUITY,14.86
EQUITY,13.4
EQUITY,-14.99
EQUITY,14.44
EQUITY,15.19
EQUITY,2.67
EQUITY,2.57
EQUITY,12.09
EQUITY,10.4
EQUITY,11.15
EQUITY,12.41
EQUITY,12.95
EQUITY,20.6
EQUITY,22.62
EQUITY,4.9
EQUITY,7.21
EQUITY,7.21
EQUITY,1.12
EQUITY,1.1
EQUITY,15.05
EQUITY,14.96
EQUITY,5.6
EQUITY,8.42
EQUITY,11.78
EQUITY,13.01
EQUITY,14.07
EQUITY,19.67
EQUITY,22.93
EQUITY,3.9
EQUITY,6.73
EQUITY,0.59
EQUITY,27.99
EQUITY,15.48
EQUITY,-22.43
EQUITY,38.65
EQUITY,12.73
EQUITY,2.12
EQUITY,20.16
EQUITY,15.2
EQUITY,17.46
EQUITY,24.49
EQUITY,24.74
EQUITY,12.99
EQUITY,8.96
EQUITY,21.44
EQUITY,20.29
EQUITY,25.03
EQUITY,23.89
EQUITY,17.98
EQUITY,25.88
EQUITY,11.3
EQUITY,19.1
EQUITY,17.41
EQUITY,16.67
EQUITY,13.01
EQUITY,9.67
EQUITY,15.83
EQUITY,16.76
EQUITY,17.34
EQUITY,10.78
EQUITY,1.93
EQUITY,1.97
EQUITY,15.9
EQUITY,15.01
EQUITY,1.37
EQUITY,0.7
EQUITY,1.77
EQUITY,8.04
EQUITY,7.32
EQUITY,7.77
EQUITY,8.43
EQUITY,14.38
EQUITY,13.63
EQUITY,14.12
EQUITY,14.85
EQUITY,14.53
EQUITY,13.8
EQUITY,14.18
EQUITY,14.99
EQUITY,14.71
EQUITY,14.53
EQUITY,13.99
EQUITY,13.23
EQUITY,13.86
EQUITY,14.45
EQUITY,18.45
EQUITY,17.63
EQUITY,18.73
EQUITY,12.28
EQUITY,5.74
EQUITY,9.88
EQUITY,12.35
EQUITY,8.27
EQUITY,6.59
EQUITY,9.32
EQUITY,18.83
EQUITY,11.63
EQUITY,5.64
EQUITY,4.94
EQUITY,10.83
EQUITY,8.18
EQUITY,9.97
EQUITY,7.65
EQUITY,14.84
EQUITY,9.25
EQUITY,7.67
EQUITY,12.75
EQUITY,3.37
EQUITY,11.32
EQUITY,7.94
EQUITY,17.09
EQUITY,5.09
EQUITY,10.45
EQUITY,5.35
EQUITY,8.95
EQUITY,12.49
EQUITY,16
EQUITY,5.37
EQUITY,8.95
EQUITY,12.52
EQUITY,16
EQUITY,6.21
EQUITY,10.06
EQUITY,13.82
EQUITY,17.62
EQUITY,21.11
EQUITY,7.89
EQUITY,2.06
EQUITY,12.21
EQUITY,21.09
EQUITY,21.25
EQUITY,21.11
EQUITY,1.62
EQUITY,8.4
EQUITY,7.89
EQUITY,3.98
EQUITY,11.52
EQUITY,11.54
EQUITY,18.98
EQUITY,19.73
EQUITY,12.38
EQUITY,1.71
EQUITY,1.48
EQUITY,20.54
EQUITY,20.65
EQUITY,1.48
EQUITY,19.32
EQUITY,21.59
EQUITY,20.68
EQUITY,21.2
EQUITY,12.4
EQUITY,1.57
EQUITY,12.13
EQUITY,8.75
EQUITY,15.56
EQUITY,12.18
EQUITY,21.51
EQUITY,20.79
EQUITY,20.55
EQUITY,21.25
EQUITY,7.4
EQUITY,8.94
EQUITY,10.65
EQUITY,11.98
EQUITY,12.9
EQUITY,13.74
EQUITY,14.87
EQUITY,8.19
EQUITY,8.27
EQUITY,11.52
EQUITY,11.54
EQUITY,15.18
EQUITY,15.26
EQUITY,20.92
EQUITY,21.09
EQUITY,4.42
EQUITY,8.4
EQUITY,19.63
EQUITY,1.83
EQUITY,11.32
EQUITY,1.58
EQUITY,1.85
EQUITY,21.16
EQUITY,10
EQUITY,11.59
EQUITY,21.1
EQUITY,8.32
EQUITY,8.05
EQUITY,8.42
EQUITY,8.34
EQUITY,19.52
EQUITY,19.19
EQUITY,19.67
EQUITY,17.58
EQUITY,20.67
EQUITY,1.57
EQUITY,4.54
EQUITY,1.88
EQUITY,11.69
EQUITY,8.01
EQUITY,19.21
EQUITY,15.3
EQUITY,13.05
EQUITY,21.3
EQUITY,20.82
EQUITY,8.25
EQUITY,1.83
EQUITY,1.6
EQUITY,1.77
EQUITY,1.8
EQUITY,20.97
EQUITY,1.6
EQUITY,26.85
EQUITY,19.85
EQUITY,8.56
EQUITY,11.98
EQUITY,15.72
EQUITY,8.52
EQUITY,11.94
EQUITY,15.68
EQUITY,5.15
EQUITY,21.65
EQUITY,20.97
EQUITY,20.04
EQUITY,21.64
EQUITY,14.9
EQUITY,7.42
EQUITY,12.48
EQUITY,15.38
EQUITY,17.36
EQUITY,20.52
EQUITY,20.58
EQUITY,15.24
EQUITY,25.06
EQUITY,18.37
EQUITY,21.19
EQUITY,9.62
EQUITY,16.28
EQUITY,7.05
EQUITY,15.1
EQUITY,14.83
EQUITY,17.78
EQUITY,20.15
EQUITY,9.79
EQUITY,9.8
EQUITY,10.18
EQUITY,10.18
EQUITY,13.98
EQUITY,11.37
EQUITY,5.96
EQUITY,8.62
EQUITY,14.77
EQUITY,14.77
EQUITY,13.42
EQUITY,16.63
EQUITY,13.42
EQUITY,13.82
EQUITY,13.88
EQUITY,17.43
EQUITY,17.5
EQUITY,17.84
EQUITY,17.83
EQUITY,16.46
EQUITY,13.94
EQUITY,3.25
EQUITY,15.14
EQUITY,4.85
EQUITY,2.55
EQUITY,2.58
EQUITY,2.55
EQUITY,10.19
EQUITY,10.19
EQUITY,6.04
EQUITY,6.04
EQUITY,11.82
EQUITY,11.82
EQUITY,13.45
EQUITY,13.45
EQUITY,8.19
EQUITY,8.19
EQUITY,1.87
EQUITY,4.57
EQUITY,6.73
EQUITY,11.67
EQUITY,8.41
EQUITY,14.94
EQUITY,14.35
EQUITY,15.06
EQUITY,4.44
EQUITY,9.96
EQUITY,7.74
EQUITY,14.05
EQUITY,12.32
EQUITY,4.42
EQUITY,7.03
EQUITY,1.07
EQUITY,13.65
EQUITY,10.51
EQUITY,10.98
EQUITY,10.98
EQUITY,11.37
EQUITY,11.37
EQUITY,15.6
EQUITY,15.59
EQUITY,16
EQUITY,16
EQUITY,8.91
EQUITY,8.91
EQUITY,9.29
EQUITY,9.28
EQUITY,11.25
EQUITY,11.25
EQUITY,11.64
EQUITY,11.63
EQUITY,1.9
EQUITY,21.09
EQUITY,20.93
EQUITY,19.44
EQUITY,21.07
EQUITY,20.83
EQUITY,21.08
EQUITY,21.37
EQUITY,8.51
EQUITY,9.58
EQUITY,3.82
EQUITY,12.57
EQUITY,8.55
EQUITY,2.35
EQUITY,8.24
EQUITY,3.54
EQUITY,12.48
EQUITY,9.98
EQUITY,10.29
EQUITY,11.92
EQUITY,12.25
EQUITY,9.68
EQUITY,5.94
EQUITY,6.74
EQUITY,5.3
EQUITY,5.97
EQUITY,7.65
EQUITY,6.79
EQUITY,6.74
EQUITY,5.94
EQUITY,5.97
EQUITY,5.3
EQUITY,8.43
EQUITY,7.65
EQUITY,9.42
EQUITY,8.41
EQUITY,7.65
EQUITY,16.33
EQUITY,17.24
EQUITY,16.37
EQUITY,15.92
EQUITY,15.18
EQUITY,17.24
EQUITY,16.37
EQUITY,18.1
EQUITY,16.72
EQUITY,15.73
EQUITY,17.14
EQUITY,16.27
EQUITY,15.83
EQUITY,15.09
EQUITY,17.14
EQUITY,16.27
EQUITY,14.01
EQUITY,13.2
EQUITY,15
EQUITY,13.2
EQUITY,13.34
EQUITY,12.57
EQUITY,14.04
EQUITY,13.19
EQUITY,12.61
EQUITY,11.9
EQUITY,14.04
EQUITY,13.19
EQUITY,10.92
EQUITY,10.91
EQUITY,10.13
EQUITY,11.93
EQUITY,11.9
EQUITY,10.71
EQUITY,9.89
EQUITY,11.3
EQUITY,10.47
EQUITY,10.11
EQUITY,9.41
EQUITY,11.3
EQUITY,10.47
EQUITY,10.89
EQUITY,10.13
EQUITY,17.81
EQUITY,14.78
EQUITY,14.89
EQUITY,14.71
EQUITY,4.55
EQUITY,2.35
EQUITY,9.43
EQUITY,12.86
EQUITY,13.24
EQUITY,10.85
EQUITY,12.95
EQUITY,10.57
EQUITY,10.25
EQUITY,10.03
EQUITY,1.39
EQUITY,20.29
EQUITY,7.92
EQUITY,18.72
EQUITY,4.15
EQUITY,8.09
EQUITY,11.76
EQUITY,15.5
EQUITY,6.76
EQUITY,12.42
EQUITY,5.04
EQUITY,0.49
EQUITY,0.01
EQUITY,-0.16
EQUITY,3.75
EQUITY,-0.24
EQUITY,-0.85
EQUITY,5.13
EQUITY,3.36
EQUITY,11.49
EQUITY,2.86
EQUITY,3.49
EQUITY,14.54
EQUITY,13.69
EQUITY,14.81
EQUITY,17.21
EQUITY,10.23
EQUITY,8.64
EQUITY,14.76
EQUITY,-0.1
EQUITY,5.17
EQUITY,-14.6
EQUITY,15.97
EQUITY,15.59
EQUITY,14.59
EQUITY,14.38
EQUITY,12.96
EQUITY,2.82
EQUITY,2.4
EQUITY,2.82
EQUITY,9.56
EQUITY,8.55
EQUITY,9.56
EQUITY,13.73
EQUITY,12.93
EQUITY,13.73
EQUITY,10.86
EQUITY,9.78
EQUITY,10.86
EQUITY,2.81
EQUITY,8.21
EQUITY,13.82
EQUITY,10.81
EQUITY,8.98
EQUITY,9.1
EQUITY,1.56
EQUITY,1.51
EQUITY,1.39
EQUITY,1.73
EQUITY,11.15
EQUITY,11.26
EQUITY,12.6
EQUITY,11.07
EQUITY,11.54
EQUITY,11.47
EQUITY,11.58
EQUITY,11.36
EQUITY,11.69
EQUITY,1.56
EQUITY,1.55
EQUITY,1.6
EQUITY,1.6
EQUITY,1.75
EQUITY,1.75
EQUITY,4.36
EQUITY,4.35
EQUITY,4.75
EQUITY,4.74
EQUITY,10.4
EQUITY,10.4
EQUITY,10.46
EQUITY,10.45
EQUITY,10.64
EQUITY,10.64
EQUITY,1.54
EQUITY,1.54
EQUITY,1.75
EQUITY,1.75
EQUITY,0.74
EQUITY,0.74
EQUITY,0.93
EQUITY,0.93
EQUITY,19.86
EQUITY,19.87
EQUITY,19.92
EQUITY,19.93
EQUITY,20.13
EQUITY,20.13
EQUITY,13.3
EQUITY,13.3
EQUITY,13.55
EQUITY,13.55
EQUITY,14.21
EQUITY,4.88
EQUITY,4.87
EQUITY,5.11
EQUITY,5.09
EQUITY,11.51
EQUITY,11.51
EQUITY,11.62
EQUITY,11.62
EQUITY,11.75
EQUITY,11.76
FIXED INCOME,11.44
FIXED INCOME,11.44
FIXED INCOME,11.69
FIXED INCOME,11.68
FIXED INCOME,11.91
FIXED INCOME,12.1
FIXED INCOME,12.1
FIXED INCOME,0.91
FIXED INCOME,11.54
FIXED INCOME,10.27
FIXED INCOME,10.33
FIXED INCOME,12.46
FIXED INCOME,10.09
FIXED INCOME,12.02
FIXED INCOME,9.66
FIXED INCOME,4.31
FIXED INCOME,4.48
FIXED INCOME,6.34
FIXED INCOME,4.1
FIXED INCOME,4.1
FIXED INCOME,6.22
FIXED INCOME,3.98
FIXED INCOME,8.27
FIXED INCOME,4.75
FIXED INCOME,12.55
FIXED INCOME,12.43
FIXED INCOME,12.46
FIXED INCOME,12.15
FIXED INCOME,14.12
FIXED INCOME,12.86
FIXED INCOME,10.43
FIXED INCOME,10.33
FIXED INCOME,10.3
FIXED INCOME,10.3
FIXED INCOME,9.96
FIXED INCOME,12
FIXED INCOME,10.74
FIXED INCOME,8.39
FIXED INCOME,8.23
FIXED INCOME,10.55
FIXED INCOME,8.22
FIXED INCOME,10.07
FIXED INCOME,7.75
FIXED INCOME,19.93
FIXED INCOME,14.44
FIXED INCOME,19.92
FIXED INCOME,14.21
FIXED INCOME,19.8
FIXED INCOME,19.8
FIXED INCOME,13.98
FIXED INCOME,19.56
FIXED INCOME,15.76
FIXED INCOME,20.26
FIXED INCOME,4.87
FIXED INCOME,4.94
FIXED INCOME,7.08
FIXED INCOME,4.75
FIXED INCOME,4.75
FIXED INCOME,7.01
FIXED INCOME,4.68
FIXED INCOME,8.82
FIXED INCOME,5.16
FIXED INCOME,-2.48
FIXED INCOME,-2.46
FIXED INCOME,-0.54
FIXED INCOME,-2.63
FIXED INCOME,-0.84
FIXED INCOME,-2.93
FIXED INCOME,14.19
FIXED INCOME,14.28
FIXED INCOME,16.52
FIXED INCOME,14.07
FIXED INCOME,14.07
FIXED INCOME,16.33
FIXED INCOME,13.88
FIXED INCOME,18.43
FIXED INCOME,14.52
FIXED INCOME,11.63
FIXED INCOME,1.93
FIXED INCOME,2.14
FIXED INCOME,1.3
FIXED INCOME,9.95
FIXED INCOME,10.79
FIXED INCOME,10.62
FIXED INCOME,10.96
FIXED INCOME,6.77
FIXED INCOME,7.09
FIXED INCOME,6.93
FIXED INCOME,6.22
FIXED INCOME,6.73
FIXED INCOME,12.6
FIXED INCOME,12.7
FIXED INCOME,10.36
FIXED INCOME,10.45
FIXED INCOME,15.88
FIXED INCOME,13.45
FIXED INCOME,15.97
FIXED INCOME,13.54
FIXED INCOME,11.38
FIXED INCOME,16.97
FIXED INCOME,11.43
FIXED INCOME,17.06
FIXED INCOME,11.07
FIXED INCOME,11.1
FIXED INCOME,3.02
FIXED INCOME,5.21
FIXED INCOME,5.8
FIXED INCOME,12.9
FIXED INCOME,1.97
FIXED INCOME,2.33
FIXED INCOME,22.83
FIXED INCOME,14.89
FIXED INCOME,6.93
FIXED INCOME,11.21
FIXED INCOME,1.81
FIXED INCOME,2.29
FIXED INCOME,15.82
FIXED INCOME,-1.42
FIXED INCOME,-4.2
FIXED INCOME,2.34
FIXED INCOME,13.49
FIXED INCOME,11.31
FIXED INCOME,14.79
FIXED INCOME,9.09
FIXED INCOME,3.25
FIXED INCOME,-1.88
FIXED INCOME,11.86
FIXED INCOME,16.41
FIXED INCOME,15.63
FIXED INCOME,13.69
FIXED INCOME,17.12
FIXED INCOME,13.62
FIXED INCOME,16.62
FIXED INCOME,13.44
FIXED INCOME,11.48
FIXED INCOME,16.51
FIXED INCOME,15.32
FIXED INCOME,-1.27
FIXED INCOME,11.79
FIXED INCOME,17.63
FIXED INCOME,14.32
FIXED INCOME,14.11
FIXED INCOME,16.21
FIXED INCOME,11.41
FIXED INCOME,15.24
FIXED INCOME,-12.66
FIXED INCOME,15.67
FIXED INCOME,6.88
FIXED INCOME,32.94
FIXED INCOME,19.45
FIXED INCOME,15.65
FIXED INCOME,19.69
FIXED INCOME,-0.02
FIXED INCOME,4.03
FIXED INCOME,10.06
FIXED INCOME,5.18
FIXED INCOME,9.17
FIXED INCOME,8.76
FIXED INCOME,10.86
FIXED INCOME,3.15
FIXED INCOME,2.78
FIXED INCOME,14.74
FIXED INCOME,10.69
FIXED INCOME,13.69
